砦			隣接同盟								隣接君主								★								
砦	★	制圧	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	北西	北	北東	南西	南	南東	西	東	
北西砦494(-597,331)	1	DC♪	DC♪		DC♪	DC♪		DC♪	DC♪	DC♪	よぼよぼおやじ		のん・ゴールド	よぼよぼおやじ		のん・ゴールド	よぼよぼおやじ	のん・ゴールド	4	1	7	4	2	6	5	8
北西砦493(-598,286)	3	ねこぱんち		ねこぱんち		DC♪						うるとらふぁーふぁ		千鳥					1	5	1	3	2	5	3	5
北西砦492(-593,238)	2	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	にくでこ	部長：	部長：	にくでこ	部長：	部長：	部長：	部長：	2	3	2	4	2	3	6	6
北西砦491(-597,200)	3	-	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	マリオでいーっすか	しんも	しんも	しんも	しんも	horihi	しんも	horihi	しんも	1	5	3	3	1	6	1	2
北西砦490(-591,150)	1	ねこぱんち																	2	3	2	3	2	4	1	2
北西砦489(-593,108)	3	-																	1	2	3	3	1	1	3	3
北西砦488(-596,68)	5	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	葛葉ライドウ	だるだる	だるだる	だるだる	槐	だるだる	プチレモン	槐	1	0	4	5	3	5	2	2
北西砦487(-598,18)	3	-				クエクリ南東		クエクリ南東	クエクリ南東					はたたてⅡ		はたたてⅡ	はたたてⅡ		8	6	6	1	7	3	2	5
南西砦479(-595,-19)	1	-	FN	FN	FN	FN	FN	FN	FN	FN	猫田少佐衛門	猫田少佐衛門	猫田少佐衛門	猫田少佐衛門	さのまる	猫田少佐衛門	猫田少佐衛門	ずーしーほっきー	2	4	5	3	2	2	5	1
南西砦480(-596,-63)	2	-	アイスクリーム工場	アイスクリーム工場	アイスクリーム工場	アイスクリーム工場	アイスクリーム工場	アイスクリーム工場		アイスクリーム工場	コンコン	コンコン	コンコン	コンコン	コンコン	コンコン		majin45	2	1	4	3	2	2	9	2
南西砦481(-598,-113)	2	-	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	農耕學園スイーツ学科	りあ	ズォーダー大帝	りあ	やべっくす	獣神サンダー茶利	鋼牙18	獣神サンダー茶利	鋼牙18	1	3	1	5	1	7	1	5
南西砦482(-590,-155)	1	-	農耕學園スイーツ学科	農耕學園スイーツ学科						農耕學園スイーツ学科	ぺぷし	獣神サンダー茶利						おやぢ式	2	2	4	4	6	1	5	2
南西砦483(-591,-198)	1	エンタープライズ号	エンタープライズ号		なんせ適当	エンタープライズ号				エンタープライズ号	べべ		練乳仮面	カーク				べべ	7	2	2	3	3	4	4	1
南西砦484(-596,-244)	1	銀河の星		銀河の星	キャッツ❤アイ		なんせ適当	銀河の星		銀河の星		くりすたるしっぷ	level-e		Jcat	くりすたるしっぷ		くりすたるしっぷ	2	3	7	5	3	1	2	1
南西砦485(-590,-286)	3	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	U1	U1	U1	U1	U1	U1	U1	U1	5	6	3	2	3	0	2	2
南西砦486(-595,-327)	2	ふりむけば百熊。		ふりむけば百熊。								Ride							5	3	2	5	5	3	3	1
南西砦487(-590,-371)	3	ふりむけば百熊。							ふりむけば百熊。								黒いネコ		3	5	3	6	5	2	0	1
南西砦488(-590,-415)	1	FN	ふりむけば百熊。				FN	FN		魔法陣☆奇跡の魔法	黒いネコ				帝拳	女だらけの大和		民間人	1	3	1	6	0	4	7	4
南西砦489(-597,-464)	1	-			FN			FN					嘘喰い牛凶			久平			2	5	2	4	1	0	1	7
南西砦490(-592,-509)	2	-					ふりむけば百熊。	ふりむけば百熊。		ふりむけば百熊。					エミリィ☆	エミリィ☆		エミリィ☆	1	2	5	1	3	2	1	2
南西砦491(-592,-549)	1	ふりむけば百熊。	ふりむけば百熊。				ふりむけば百熊。		ふりむけば百熊。		ゆう				さるるん		Topaz		0	3	2	1	2	4	3	1
南西砦492(-590,-595)	3	-	ふりむけば百熊。								シュガー								3	2	2	2	2	1	1	3
南西砦493(-598,-638)	2	-		ふりむけば百熊。				ふりむけば百熊。				さるるん				フィリッポ			2	1	5	1	4	6	2	2
南西砦494(-596,-683)	2	ふりむけば百熊。	ヴァリアント				ヴァリアント	ふりむけば百熊。			春案山子				黄薬師	とんび			3	4	8	2	4	2	8	2
南西砦495(-594,-724)	3	-	ふりむけば百熊。	ヴァリアント	ヴァリアント		ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。		sugi	屁菜チョコ	黄薬師		sugi	sugi	sugi		4	4	4	4	2	2	5	5
南西砦496(-592,-773)	2	-																	3	1	3	1	3	1	6	3
北西砦521(-620,746)	5	-	ねこぱんち			ねこぱんち			ねこぱんち		Mマツ			ペチャラット			ペチャラット		0	7	4	2	2	2	1	2
北西砦520(-615,708)	2	-																	5	6	2	3	2	3	5	2
北西砦519(-620,661)	5	-		ねこぱんち		ねこぱんち	ねこぱんち		ねこぱんち	ねこぱんち		G3		G3	紫苑		G3	紫苑	1	4	4	2	1	2	5	2
北西砦518(-618,613)	3	-		ねこぱんち	ねこぱんち							Mマツ	ゑゑゑ						2	1	2	4	3	3	2	3
北西砦517(-616,574)	3	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	玲玲	玲玲	玲玲	玲玲	よぼよぼおやじ	よぼよぼおやじ	玲玲	玲玲	1	1	4	1	2	2	4	4
北西砦516(-617,526)	3	-																	3	7	5	6	3	4	5	1
北西砦515(-615,485)	5	-																	3	4	1	4	3	6	6	2
北西砦514(-612,440)	1	-																	2	3	6	1	5	1	3	1
北西砦513(-620,399)	2	-	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	中華飯店	油淋鶏	LIN	LIN	油淋鶏	油淋鶏	LIN	あるる	LIN	8	0	1	4	5	2	1	2
北西砦512(-616,354)	4	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	味沢匠	のん・ゴールド	のん・ゴールド	味沢匠	のん・ゴールド	のん・ゴールド	のん・ゴールド	味沢匠	2	4	4	0	0	1	4	2
北西砦511(-618,309)	1	ねこぱんち																	3	2	4	8	2	3	3	4
北西砦510(-618,265)	3	ねこぱんち				ねこぱんち	ねこぱんち	ババババの末裔		ねこぱんち				どんぱっち	とんとん。。	ernesto		chikari	2	5	4	4	5	6	4	2
北西砦509(-620,217)	5	-	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	Link	Link	Link	Link	メロ	楊晃	メロ	メロ	3	5	2	4	4	7	3	2
北西砦508(-613,179)	2	-	【非戦】電脳無双	【非戦】電脳無双	ポチッと助力	【非戦】電脳無双	【非戦】電脳無双	ポチッと助力	【非戦】電脳無双	ポチッと助力	枝豆	枝豆	山葵	枝豆	枝豆	山葵	枝豆	山葵	5	2	5	5	5	2	5	5
北西砦507(-620,132)	2	-	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	帝撃	サカイx	サカイx	サカイx	サカイx	サカイx	サカイx	サカイx	サカイx	6	2	4	4	4	5	6	1
北西砦506(-617,85)	4	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	だるだる	チェブ	チェブ	だるだる	カミカミ	カミカミ	だるだる	だるだる	4	2	2	5	1	1	4	4
北西砦505(-619,41)	5	-	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	ポチッと助力	フラクタル	フラクタル	ひらめ	フラクタル	夢の中	ひらめ	フラクタル	ひらめ	6	4	1	4	1	1	1	1
北西砦653(-617,4)	5	-	マリオでいーっすか			劉備軍	劉備軍	劉備軍	劉備軍		ドンマイ君			ちゃぷ	ちゃぷ	GUN	ちゃぷ		4	4	4	3	4	1	2	2
南西砦497(-614,-48)	2	-				それいけヨシヒコ	ふりむけば百熊。			四娘子				けいけい	ホルホース			カレー南蛮	2	3	1	8	2	3	2	1
南西砦498(-617,-90)	1	-	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】	臥竜鳳雛【隠居】		清川春輝	ラクダ	ラクダ	清川春輝	南西の猿	ラクダ	清川春輝		2	3	2	1	1	4	3	8
南西砦499(-613,-136)	3	FN		FN			ふりむけば百熊。					劉朋			こぶ				4	3	1	4	2	2	1	3
南西砦500(-612,-174)	2	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	うちゃぎ	うちゃぎ	うちゃぎ	うちゃぎ	うちゃぎ	らうー	うちゃぎ	うちゃぎ	3	5	3	4	1	2	4	2
南西砦501(-614,-216)	3	-	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	【姉御】なまこ(仮)	ゲバラ	クローバー	クローバー	ひでぞー	クローバー	クローバー	ひでぞー	クローバー	2	4	4	2	3	3	1	5
南西砦502(-619,-265)	2	ふりむけば百熊。	ふりむけば百熊。	銀河の星						農耕學園スイーツ学科	玄椿	国後007						テオちゃん	1	2	5	5	1	3	2	4
南西砦503(-615,-309)	2	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	トキ	Ride	Ride	トキ	赤龍帝	いずみ	トキ	赤龍帝	3	3	1	4	1	2	2	6
南西砦504(-615,-354)	2	ふりむけば百熊。				ふりむけば百熊。	ふりむけば百熊。							ザックラー	黒いネコ				1	1	6	2	2	2	3	6
南西砦505(-620,-393)	1	ふりむけば百熊。		ふりむけば百熊。								黒いネコ							4	1	5	1	4	1	6	5
南西砦506(-620,-443)	2	-																	1	2	3	7	5	4	4	1
南西砦507(-615,-480)	2	-								FN								あわびちゃん	7	2	3	2	1	2	3	1
南西砦508(-615,-532)	2	-						ふりむけば百熊。								エミリィ☆			4	1	6	4	5	0	3	2
南西砦509(-618,-571)	4	-						ふりむけば百熊。								sugi			1	5	2	1	6	2	4	4
南西砦510(-617,-612)	4	-		ふりむけば百熊。								mashimaro							3	3	2	5	6	3	8	3
南西砦511(-618,-662)	4	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	サウスポー	サウスポー	サウスポー	サウスポー	サウスポー	サウスポー	サウスポー	サウスポー	2	2	4	2	4	1	1	3
南西砦512(-615,-705)	2	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	屁菜チョコ	ばんびぃ	よっしぃ	屁菜チョコ	よっしぃ	屁菜チョコ	よっしぃ	よっしぃ	0	1	3	4	4	5	6	5
南西砦513(-620,-750)	3	-																	2	2	1	2	2	2	1	4
北西砦539(-638,766)	1	-																	1	3	6	7	1	1	3	1
北西砦538(-640,729)	2	-					ねこぱんち								らりほ～				6	2	3	3	2	3	4	3
北西砦537(-635,686)	2	-		ねこぱんち			ねこぱんち	ねこぱんち		ねこぱんち		空条承太郎			へたれかも	へたれかも		空条承太郎	2	2	5	5	0	9	3	2
北西砦536(-638,640)	1	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ぽんたサブ	ぽんたサブ	しんたＶ	鈴猫	ぽんたサブ	ぽんたサブ	ぽんたサブ	ぽんたサブ	3	2	2	2	0	5	5	2
北西砦535(-635,598)	5	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	もんや	しま吉	しま吉	猪八戒	しま吉	しま吉	しま吉	しま吉	0	2	5	2	6	4	6	4
北西砦534(-642,551)	2	-																	2	2	2	2	1	2	5	2
北西砦533(-640,506)	1	-																	3	4	2	1	5	3	2	1
北西砦532(-635,464)	1	-																	4	5	3	2	2	3	5	1
北西砦531(-640,422)	1	-																	3	1	2	3	3	4	2	4
北西砦530(-638,378)	2	-																	4	6	1	1	1	5	3	3
北西砦529(-642,326)	4	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	レイライン	レイライン	レイライン	レイライン	レイライン	レイライン	レイライン	レイライン	3	6	4	3	1	2	4	3
北西砦528(-637,284)	2	ねこぱんち																	5	2	4	1	1	3	6	3
北西砦527(-641,238)	3	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	楊晃	BAMOSU	BAMOSU	Link	Link	琴姫	楊晃	BAMOSU	1	2	0	6	5	8	2	4
北西砦526(-638,197)	1	ババババの末裔		DC♪	サンクチュアリ			覇ひげ	DC♪			冬神	錦鯉			ぴっぴ	チェブ		7	5	2	7	2	3	7	2
北西砦525(-635,151)	1	ねこぱんち		ねこぱんち	ねこぱんち				ねこぱんち			臥薪嘗胆	アルスラーン				アルスラーン		3	1	7	4	2	4	6	1
北西砦524(-637,108)	1	ババババの末裔			ババババの末裔			ババババの末裔	ババババの末裔				ぜのぶか			VVP	おとぼけビーバー		2	3	1	2	2	1	2	3
北西砦523(-641,65)	1	ババババの末裔				ねこぱんち			ババババの末裔					そらまめ			みふぃ		9	2	4	5	4	5	2	1
北西砦522(-635,20)	2	覇ひげ	覇ひげ	覇ひげ		マリオでいーっすか	覇ひげ		覇ひげ	覇ひげ	tak25	らう		ラスタ	らう		おねこ	らう	1	2	4	4	3	7	8	1
南西砦514(-635,-26)	3	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	Ecoflow	クルーゼ	クルーゼ	Ecoflow	まるちゃん	クルーゼ	クルーゼ	クルーゼ	6	5	4	2	4	3	8	3
南西砦515(-634,-68)	4	-	FN				農耕學園スイーツ学科		ふりむけば百熊。		よう				ズォーダー大帝		ホルホース		3	3	2	4	4	2	5	5
南西砦516(-635,-111)	1	ふりむけば百熊。			ふりむけば百熊。	キャッツ❤アイ		キャッツ❤アイ					じゃすお	ゆう吉		ゆう吉			5	4	4	1	2	1	4	1
南西砦517(-635,-150)	2	-		キャッツ❤アイ	キャッツ❤アイ	キャッツ❤アイ	キャッツ❤アイ	キャッツ❤アイ	キャッツ❤アイ	キャッツ❤アイ		セナ	朝長美桜	セナ	セナ	朝長美桜	朝長美桜	VOW	9	5	2	4	2	3	5	1
南西砦518(-639,-196)	3	FN	クエクリ		クエクリ	アイスクリーム工場	FN				ろみお		ろみお	ねこま・まにゃ	なりたたいしん				3	2	1	4	2	2	7	3
南西砦519(-640,-246)	1	-	FN	FN	FN	FN	FN	FN	FN	FN	▼･ｪ･▼	▼･ｪ･▼	▼･ｪ･▼	るびー	るびー	るびー	▼･ｪ･▼	▼･ｪ･▼	4	2	6	2	4	1	4	2
南西砦520(-640,-288)	1	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。						きんた	きんた	北の誉						4	1	1	1	4	3	5	3
南西砦521(-641,-327)	2	ふりむけば百熊。	ふりむけば百熊。				陽だまりHIPの里		陽だまりHIPの里		Ride				Japan		たっくん４９		5	1	2	6	3	4	1	4
南西砦522(-634,-371)	1	-								ふりむけば百熊。								黒いネコ	6	1	1	2	8	5	2	3
南西砦523(-636,-421)	2	-			ふりむけば百熊。								ヨーヨ						4	6	2	2	2	3	3	5
南西砦524(-634,-462)	2	-	ふりむけば百熊。	ふりむけば百熊。					ふりむけば百熊。		ヒャライム	ヒャライム					ヒャライム		0	2	3	2	6	5	2	2
南西砦525(-642,-509)	1	-																	6	1	6	5	7	2	3	5
南西砦526(-642,-548)	1	-	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	ふりむけば百熊。	なる	なる	なる	なる	なる	なる	なる	なる	1	1	1	2	2	8	3	2
南西砦527(-636,-596)	1	ふりむけば百熊。				ふりむけば百熊。			ふりむけば百熊。					たけちんまん			ルネア		3	2	3	1	3	1	1	3
南西砦528(-642,-640)	1	-	ふりむけば百熊。			ふりむけば百熊。			ふりむけば百熊。		サウスポー			サウスポー			サウスポー		3	7	7	3	5	3	4	3
南西砦529(-639,-686)	5	-	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	ヴァリアント	お縄一郎	お縄一郎	お縄一郎	neco眠る	neco眠る	お縄一郎	お縄一郎	ミステリー	5	3	3	2	1	3	0	3
南西砦530(-640,-730)	2	-					ふりむけば百熊。			ふりむけば百熊。					sugi			sugi	1	7	3	1	1	2	2	2
南西砦531(-641,-769)	3	-																	1	6	9	4	4	4	5	5
北西砦556(-657,751)	3	-																	2	2	2	2	9	3	5	4
北西砦555(-661,700)	1	-		ねこぱんち			ねこぱんち		ねこぱんち	ねこぱんち		はったり半蔵			はったり半蔵		どんぱっち	はったり半蔵	2	0	4	3	2	3	0	1
北西砦554(-664,664)	5	-	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	ねこぱんち	鈴猫	鈴猫	鈴猫	ゑゑゑ	鈴猫	鈴猫	鈴猫	鈴猫	3	3	4	2	5	3	4	3
北西砦553(-660,616)	5	-	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	DC♪	のんたん	のんたん	のんたん	あんじぇりーな	のんたん	のんたん	鄭成功31	のんたん	3	3	2	1	5	5	1	3
北西砦552(-663,571)	5	-					DC♪		DC♪						玲玲		猪八戒		3	4	2	3	1	2	1	7
北西砦551(-664,528)	5	-																	2	1	2	2	3	5	3	5
北西砦550(-661,480)	5	-																	3	3	3	1	4	1	4	4
北西砦549(-658,437)	1	-																	6	4	3	3	5	3	2	3
北西砦548(-663,393)	1	-																	2	3	6	1	1	2	3	4
北西砦547(-660,353)	5	-																	3	3	6	6	5	2	2	2
北西砦546(-656,311)	2	ねこぱんち			ねこぱんち								レイライン						5	6	1	8	5	6	3	2
北西砦545(-661,264)	4	-	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	KEI	KEI	KEI	KEI	おとぼけビーバー	KEI	KEI	KEI	5	4	2	1	1	3	4	5
北西砦544(-656,220)	1	ねこぱんち		ねこぱんち				ねこぱんち				ゼノン				どんぱっち			2	1	1	2	2	1	5	3
北西砦543(-659,180)	2	DC♪						DC♪								槐			3	2	2	3	3	2	2	4
北西砦542(-664,133)	3	ねこぱんち						ねこぱんち								BtoB			3	1	5	1	4	2	4	1
北西砦541(-663,90)	3	ババババの末裔	DC♪	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ババババの末裔	ぶぎ	おとぼけビーバー	おとぼけビーバー	おとぼけビーバー	おとぼけビーバー	おとぼけビーバー	おとぼけビーバー	おとぼけビーバー	3	2	3	5	3	4	3	5
北西砦540(-658,45)	1	ババババの末裔							ねこぱんち								美火		2	4	5	5	2	4	5	3
南西砦653(-660,-2)	5	-	ふりむけば百熊。		農耕學園スイーツ学科	ねこぱんち	農耕學園スイーツ学科			農耕學園スイーツ学科	さんたろう		獣神サンダー茶利	こけし	さん			さん	2	5	6	2	4	2	5	1
南西砦532(-658,-48)	1	ふりむけば百熊。				ヴァリアント	農耕學園スイーツ学科	陽だまりHIPの里		ふりむけば百熊。				チキン	ぷらなりあ	項羽と劉邦		ポポポン	1	3	2	2	7	4	1	1
南西砦533(-657,-89)	1	ふりむけば百熊。					ふりむけば百熊。	農耕學園スイーツ学科		農耕學園スイーツ学科					syn	山椒		改・ラストのりクン	2	4	6	1	1	2	4	3
